icd_code	icd_version	long_title
9308	9	Foreign body in other and combined sites on external eye
9309	9	Foreign body in unspecified site on external eye
931	9	Foreign body in ear
932	9	Foreign body in nose
9330	9	Foreign body in pharynx
9331	9	Foreign body in larynx
9340	9	Foreign body in trachea
9341	9	Foreign body in main bronchus
9348	9	Foreign body in other specified parts bronchus and lung
9349	9	Foreign body in respiratory tree, unspecified
9350	9	Foreign body in mouth
9351	9	Foreign body in esophagus
9352	9	Foreign body in stomach
936	9	Foreign body in intestine and colon
937	9	Foreign body in anus and rectum
938	9	Foreign body in digestive system, unspecified
9390	9	Foreign body in bladder and urethra
9392	9	Foreign body in vulva and vagina
9393	9	Foreign body in penis
94100	9	Burn of unspecified degree of face and head, unspecified site
94103	9	Burn of unspecified degree of lip(s)
94108	9	Burn of unspecified degree of neck
94110	9	Erythema [first degree] of face and head, unspecified site
94111	9	Erythema [first degree] of ear [any part]
94116	9	Erythema [first degree] of scalp [any part]
94118	9	Erythema [first degree] of neck
94126	9	Blisters, epidermal loss [second degree] of scalp [any part]
94127	9	Blisters, epidermal loss [second degree] of forehead and cheek
94204	9	Burn of unspecified degree of back [any part]
94205	9	Burn of unspecified degree of genitalia
94212	9	Erythema [first degree] of chest wall, excluding breast and nipple
94213	9	Erythema [first degree] of abdominal wall
94214	9	Erythema [first degree] of back [any part]
94221	9	Blisters, epidermal loss [second degree] of breast
94223	9	Blisters, epidermal loss [second degree] of abdominal wall
94224	9	Blisters, epidermal loss [second degree] of back [any part]
94229	9	Blisters, epidermal loss [second degree] of other and multiple sites of trunk
94231	9	Full-thickness skin loss [third degree,not otherwise specified] of breast
94232	9	Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple
94233	9	Full-thickness skin loss [third degree, not otherwise specified] of abdominal wall
94234	9	Full-thickness skin loss [third degree,not otherwise specified] of back [any part]
94301	9	Burn of unspecified degree of forearm
94302	9	Burn of unspecified degree of elbow
94311	9	Erythema [first degree] of forearm
94320	9	Blisters, epidermal loss [second degree] of upper limb, unspecified site
94321	9	Blisters, epidermal loss [second degree] of forearm
94325	9	Blisters, epidermal loss [second degree] of shoulder
94331	9	Full-thickness skin loss [third degree, not otherwise specified] of forearm
94333	9	Full-thickness skin loss [third degree, not otherwise specified] of upper arm
94335	9	Full-thickness skin loss [third degree, not otherwise specified] of shoulder
94339	9	Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of upper limb, except wrist and hand
94400	9	Burn of unspecified degree of hand, unspecified site
94401	9	Burn of unspecified degree of single digit (finger (nail) other than thumb
94402	9	Burn of unspecified degree of thumb (nail)
94403	9	Burn of unspecified degree of two or more digits of hand, not including thumb
94407	9	Burn of unspecified degree of wrist
94420	9	Blisters, epidermal loss [second degree] of hand, unspecified site
94421	9	Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb
94422	9	Blisters, epidermal loss [second degree] of thumb (nail)
94423	9	Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb
94425	9	Blisters, epidermal loss [second degree] of palm
94426	9	Blisters , epidermal loss [second degree] of back of hand
94428	9	Blisters, epidermal loss [second degree] of multiple sites of wrist(s) and hand(s)
94431	9	Full-thickness skin loss [third degree, not otherwise specified] of single digit [finger (nail)] other than thumb
94432	9	Full-thickness skin loss [third degree, not otherwise specified] of thumb (nail)
94500	9	Burn of unspecified degree of lower limb [leg], unspecified site
94502	9	Burn of unspecified degree of foot
94503	9	Burn of unspecified degree of ankle
94504	9	Burn of unspecified degree of lower leg
94506	9	Burn of unspecified degree of thigh [any part]
94510	9	Erythema [first degree] of lower limb [leg], unspecified site
94514	9	Erythema [first degree] of lower leg
94516	9	Erythema [first degree] of thigh [any part]
94519	9	Erythema [first degree] of multiple sites of lower limb(s)
94522	9	Blisters, epidermal loss [second degree] of foot
94524	9	Blisters, epidermal loss [second degree] of lower leg
94526	9	Blisters, epidermal loss [second degree] of thigh [any part]
94530	9	Full-thickness skin loss [third degree NOS] of lower limb [leg] unspecified site
94534	9	Full-thickness skin loss [third degree nos] of lower leg
94536	9	Full-thickness skin loss [third degree NOS] of thigh [any part]
9462	9	Blisters, epidermal loss [second degree] of multiple specified sites
9470	9	Burn of mouth and pharynx
9471	9	Burn of larynx, trachea, and lung
9472	9	Burn of esophagus
9473	9	Burn of gastrointestinal tract
9478	9	Burn of other specified sites of internal organs
94800	9	Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified
94811	9	Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%
94820	9	Burn [any degree] involving 20-29 percent of body surface with third degree burn, less than 10 percent or unspecified
94850	9	Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified
94890	9	Burn [any degree] involving 90 percent or more of body surface with third degree burn, less than 10 percent or unspecified
9490	9	Burn of unspecified site, unspecified degree
9500	9	Optic nerve injury
9501	9	Injury to optic chiasm
9503	9	Injury to visual cortex
9509	9	Injury to unspecified optic nerve and pathways
9510	9	Injury to oculomotor nerve
9511	9	Injury to trochlear nerve
9512	9	Injury to trigeminal nerve
9513	9	Injury to abducens nerve
9514	9	Injury to facial nerve
9515	9	Injury to acoustic nerve
9517	9	Injury to hypoglossal nerve
9518	9	Injury to other specified cranial nerves
9519	9	Injury to unspecified cranial nerve
95200	9	C1-C4 level with unspecified spinal cord injury
95201	9	C1-C4 level with complete lesion of spinal cord
95203	9	C1-C4 level with central cord syndrome
95204	9	C1-C4 level with other specified spinal cord injury
95205	9	C5-C7 level with unspecified spinal cord injury
95207	9	C5-C7 level with anterior cord syndrome
95208	9	C5-C7 level with central cord syndrome
95209	9	C5-C7 level with other specified spinal cord injury
95210	9	T1-T6 level with unspecified spinal cord injury
95214	9	T1-T6 level with other specified spinal cord injury
95215	9	T7-T12 level with unspecified spinal cord injury
95219	9	T7-T12 level with other specified spinal cord injury
9522	9	Lumbar spinal cord injury without evidence of spinal bone injury
9528	9	Multiple sites of spinal cord injury without evidence of spinal bone injury
9529	9	Unspecified site of spinal cord injury without evidence of spinal bone injury
9530	9	Injury to cervical nerve root
9531	9	Injury to dorsal nerve root
9533	9	Injury to sacral nerve root
9534	9	Injury to brachial plexus
9535	9	Injury to lumbosacral plexus
9539	9	Injury to unspecified site of nerve roots and spinal plexus
9540	9	Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles
9550	9	Injury to axillary nerve
9551	9	Injury to median nerve
9552	9	Injury to ulnar nerve
9553	9	Injury to radial nerve
9554	9	Injury to musculocutaneous nerve
9555	9	Injury to cutaneous sensory nerve, upper limb
9556	9	Injury to digital nerve, upper limb
9557	9	Injury to other specified nerve(s) of shoulder girdle and upper limb
9558	9	Injury to multiple nerves of shoulder girdle and upper limb
9559	9	Injury to unspecified nerve of shoulder girdle and upper limb
9560	9	Injury to sciatic nerve
9561	9	Injury to femoral nerve
9562	9	Injury to posterior tibial nerve
9563	9	Injury to peroneal nerve
9565	9	Injury to other specified nerve(s) of pelvic girdle and lower limb
9569	9	Injury to unspecified nerve of pelvic girdle and lower limb
9570	9	Injury to superficial nerves of head and neck
9571	9	Injury to other specified nerve(s)
9578	9	Injury to multiple nerves in several parts
9579	9	Injury to nerves, unspecified site
9580	9	Air embolism
9581	9	Fat embolism
9582	9	Secondary and recurrent hemorrhage
9583	9	Posttraumatic wound infection not elsewhere classified
9584	9	Traumatic shock
9585	9	Traumatic anuria
9586	9	Volkmann's ischemic contracture
9587	9	Traumatic subcutaneous emphysema
9588	9	Other early complications of trauma
95891	9	Traumatic compartment syndrome of upper extremity
95892	9	Traumatic compartment syndrome of lower extremity
95893	9	Traumatic compartment syndrome of abdomen
95899	9	Traumatic compartment syndrome of other sites
95901	9	Head injury, unspecified
95909	9	Injury of face and neck
95911	9	Other injury of chest wall
95912	9	Other injury of abdomen
95913	9	Fracture of corpus cavernosum penis
95914	9	Other injury of external genitals
95919	9	Other injury of other sites of trunk
9592	9	Shoulder and upper arm injury
9593	9	Elbow, forearm, and wrist injury
9594	9	Hand, except finger injury
9595	9	Finger injury
9596	9	Hip and thigh injury
9597	9	Knee, leg, ankle, and foot injury
9598	9	Other specified sites, including multiple injury
9599	9	Unspecified site injury
9600	9	Poisoning by penicillins
9601	9	Poisoning by antifungal antibiotics
9605	9	Poisoning of cephalosporin group
9610	9	Poisoning by sulfonamides
9617	9	Poisoning by antiviral drugs
9619	9	Poisoning by other and unspecified anti-infectives
9620	9	Poisoning by adrenal cortical steroids
9623	9	Poisoning by insulins and antidiabetic agents
9625	9	Poisoning by posterior pituitary hormones
9627	9	Poisoning by thyroid and thyroid derivatives
9630	9	Poisoning by antiallergic and antiemetic drugs
9631	9	Poisoning by antineoplastic and immunosuppressive drugs
9633	9	Poisoning by alkalizing agents
9635	9	Poisoning by vitamins, not elsewhere classified
9640	9	Poisoning by iron and its compounds
9642	9	Poisoning by anticoagulants
9648	9	Poisoning by other specified agents affecting blood constituents
96500	9	Poisoning by opium (alkaloids), unspecified
96501	9	Poisoning by heroin
96502	9	Poisoning by methadone
96509	9	Poisoning by other opiates and related narcotics
9651	9	Poisoning by salicylates
9654	9	Poisoning by aromatic analgesics, not elsewhere classified
96561	9	Poisoning by propionic acid derivatives
96569	9	Poisoning by other antirheumatics
9658	9	Poisoning by other specified analgesics and antipyretics
9659	9	Poisoning by unspecified analgesic and antipyretic
9661	9	Poisoning by hydantoin derivatives
9663	9	Poisoning by other and unspecified anticonvulsants
9664	9	Poisoning by anti-Parkinsonism drugs
9670	9	Poisoning by barbiturates
9671	9	Poisoning by chloral hydrate group
9678	9	Poisoning by other sedatives and hypnotics
9679	9	Poisoning by unspecified sedative or hypnotic
9680	9	Poisoning by central nervous system muscle-tone depressants
9681	9	Poisoning by halothane
9682	9	Poisoning by other gaseous anesthetics
9683	9	Poisoning by intravenous anesthetics
9684	9	Poisoning by other and unspecified general anesthetics
9685	9	Surface (topical) and infiltration anesthetics
9946	9	Motion sickness
9687	9	Poisoning by spinal anesthetics
96900	9	Poisoning by antidepressant, unspecified
96901	9	Poisoning by monoamine oxidase inhibitors
96902	9	Poisoning by selective serotonin and norepinephrine reuptake inhibitors
96903	9	Poisoning by selective serotonin reuptake inhibitors
96904	9	Poisoning by tetracyclic antidepressants
96905	9	Poisoning by tricyclic antidepressants
96909	9	Poisoning by other antidepressants
9691	9	Poisoning by phenothiazine-based tranquilizers
9692	9	Poisoning by butyrophenone-based tranquilizers
9693	9	Poisoning by other antipsychotics, neuroleptics, and major tranquilizers
9694	9	Poisoning by benzodiazepine-based tranquilizers
9695	9	Poisoning by other tranquilizers
9696	9	Poisoning by psychodysleptics (hallucinogens)
96970	9	Poisoning by psychostimulant, unspecified
96971	9	Poisoning by caffeine
96972	9	Poisoning by amphetamines
96973	9	Poisoning by methylphenidate
96979	9	Poisoning by other psychostimulants
9698	9	Poisoning by other specified psychotropic agents
9699	9	Poisoning by unspecified psychotropic agent
9701	9	Poisoning by opiate antagonists
97081	9	Poisoning by cocaine
97089	9	Poisoning by other central nervous system stimulants
9709	9	Poisoning by unspecified central nervous system stimulant
9710	9	Poisoning by parasympathomimetics (cholinergics)
9711	9	Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
9712	9	Poisoning by sympathomimetics [adrenergics]
9713	9	Poisoning by sympatholytics [antiadrenergics]
9719	9	Poisoning by unspecified drug primarily affecting autonomic nervous system
9720	9	Poisoning by cardiac rhythm regulators
9721	9	Poisoning by cardiotonic glycosides and drugs of similar action
9722	9	Poisoning by antilipemic and antiarteriosclerotic drugs
9724	9	Poisoning by coronary vasodilators
9725	9	Poisoning by other vasodilators
9726	9	Poisoning by other antihypertensive agents
9729	9	Poisoning by other and unspecified agents primarily affecting the cardiovascular system
9730	9	Poisoning by antacids and antigastric secretion drugs
9732	9	Poisoning by emollient cathartics
9733	9	Poisoning by other cathartics, including intestinal atonia
9735	9	Poisoning by antidiarrheal drugs
9738	9	Poisoning by other specified agents primarily affecting the gastrointestinal system
9743	9	Poisoning by saluretics
9744	9	Poisoning by other diuretics
9745	9	Poisoning by electrolytic, caloric, and water-balance agents
9747	9	Poisoning by uric acid metabolism drugs
9751	9	Poisoning by smooth muscle relaxants
9752	9	Poisoning by skeletal muscle relaxants
9753	9	Poisoning by other and unspecified drugs acting on muscles
9754	9	Poisoning by antitussives
9756	9	Poisoning by anti-common cold drugs
9757	9	Poisoning by antiasthmatics
9760	9	Poisoning by local anti-infectives and anti-inflammatory drugs
9761	9	Poisoning by antipruritics
9766	9	Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat
9773	9	Poisoning by alcohol deterrents
9778	9	Poisoning by other specified drugs and medicinal substances
9779	9	Poisoning by unspecified drug or medicinal substance
9783	9	Poisoning by plague vaccine
9800	9	Toxic effect of ethyl alcohol
9801	9	Toxic effect of methyl alcohol
9802	9	Toxic effect of isopropyl alcohol
9803	9	Toxic effect of fusel oil
9808	9	Toxic effect of other specified alcohols
9809	9	Toxic effect of unspecified alcohol
981	9	Toxic effect of petroleum products
9820	9	Toxic effect of benzene and homologues
9828	9	Toxic effect of other nonpetroleum-based solvents
9830	9	Toxic effect of corrosive aromatics
9831	9	Toxic effect of acids
9832	9	Toxic effect of caustic alkalis
9839	9	Toxic effect of caustic, unspecified
9840	9	Toxic effect of inorganic lead compounds
9858	9	Toxic effect of other specified metals
986	9	Toxic effect of carbon monoxide
9871	9	Toxic effect of other hydrocarbon gas
9875	9	Toxic effect of lacrimogenic gas
9878	9	Toxic effect of other specified gases, fumes, or vapors
9879	9	Toxic effect of unspecified gas, fume, or vapor
9880	9	Toxic effect of fish and shellfish eaten as food
9881	9	Toxic effect of mushrooms eaten as food
9882	9	Toxic effect of berries and other plants eaten as food
9894	9	Toxic effect of other pesticides, not elsewhere classified
9895	9	Toxic effect of venom
9896	9	Toxic effect of soaps and detergents
98982	9	Toxic effect of latex
98983	9	Toxic effect of silicone
98989	9	Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified
9899	9	Toxic effect of unspecified substance, chiefly nonmedicinal as to source
990	9	Effects of radiation, unspecified
9911	9	Frostbite of hand
9912	9	Frostbite of foot
9913	9	Frostbite of other and unspecified sites
9914	9	Immersion foot
9916	9	Hypothermia
9918	9	Other specified effects of reduced temperature
9919	9	Unspecified effect of reduced temperature
9920	9	Heat stroke and sunstroke
9921	9	Heat syncope
9925	9	Heat exhaustion, unspecified
9928	9	Other specified heat effects
9938	9	Other specified effects of air pressure
9941	9	Drowning and nonfatal submersion
9942	9	Effects of hunger
9945	9	Exhaustion due to excessive exertion
9947	9	Asphyxiation and strangulation
9948	9	Electrocution and nonfatal effects of electric current
9949	9	Other effects of external causes
9950	9	Other anaphylactic reaction
9951	9	Angioneurotic edema, not elsewhere classified
99524	9	Failed moderate sedation during procedure
99527	9	Other drug allergy
99529	9	Unspecified adverse effect of other drug, medicinal and biological substance
9953	9	Allergy, unspecified, not elsewhere classified
9954	9	Shock due to anesthesia, not elsewhere classified
99560	9	Anaphylactic reaction due to unspecified food
99561	9	Anaphylactic reaction due to peanuts
99562	9	Anaphylactic reaction due to crustaceans
99563	9	Anaphylactic reaction due to fruits and vegetables
99564	9	Anaphylactic reaction due to tree nuts and seeds
99565	9	Anaphylactic reaction due to fish
99567	9	Anaphylactic reaction due to milk products
99569	9	Anaphylactic reaction due to other specified food
9957	9	Other adverse food reactions, not elsewhere classified
99580	9	Adult maltreatment, unspecified
99581	9	Adult physical abuse
99582	9	Adult emotional/psychological abuse
99583	9	Adult sexual abuse
99584	9	Adult neglect (nutritional)
99585	9	Other adult abuse and neglect
99586	9	Malignant hyperthermia
99589	9	Other specified adverse effects, not elsewhere classified
99590	9	Systemic inflammatory response syndrome, unspecified
99591	9	Sepsis
99592	9	Severe sepsis
99593	9	Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
99594	9	Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction
99601	9	Mechanical complication due to cardiac pacemaker (electrode)
99602	9	Mechanical complication due to heart valve prosthesis
99603	9	Mechanical complication due to coronary bypass graft
99604	9	Mechanical complication of automatic implantable cardiac defibrillator
99609	9	Other mechanical complication of cardiac device, implant, and graft
9961	9	Mechanical complication of other vascular device, implant, and graft
9962	9	Mechanical complication of nervous system device, implant, and graft
99630	9	Mechanical complication of unspecified genitourinary device, implant, and graft
99631	9	Mechanical complication due to urethral (indwelling) catheter
99632	9	Mechanical complication due to intrauterine contraceptive device
99639	9	Other mechanical complication of genitourinary device, implant, and graft
99640	9	Unspecified mechanical complication of internal orthopedic device, implant, and graft
99641	9	Mechanical loosening of prosthetic joint
99642	9	Dislocation of prosthetic joint
99643	9	Broken prosthetic joint implant
99644	9	Peri-prosthetic fracture around prosthetic joint
99645	9	Peri-prosthetic osteolysis
99646	9	Articular bearing surface wear of prosthetic joint
99647	9	Other mechanical complication of prosthetic joint implant
99649	9	Other mechanical complication of other internal orthopedic device, implant, and graft
99651	9	Mechanical complication due to corneal graft
99652	9	Mechanical complication due to graft of other tissue, not elsewhere classified
99653	9	Mechanical complication due to ocular lens prosthesis
99654	9	Mechanical complication due to breast prosthesis
99656	9	Mechanical complication due to peritoneal dialysis catheter
99657	9	Mechanical complication due to insulin pump
99659	9	Mechanical complication due to other implant and internal device, not elsewhere classified
99661	9	Infection and inflammatory reaction due to cardiac device, implant, and graft
99662	9	Infection and inflammatory reaction due to other vascular device, implant, and graft
99663	9	Infection and inflammatory reaction due to nervous system device, implant, and graft
99664	9	Infection and inflammatory reaction due to indwelling urinary catheter
99665	9	Infection and inflammatory reaction due to other genitourinary device, implant, and graft
99666	9	Infection and inflammatory reaction due to internal joint prosthesis
99667	9	Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft
99668	9	Infection and inflammatory reaction due to peritoneal dialysis catheter
99669	9	Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft
99670	9	Other complications due to unspecified device, implant, and graft
99671	9	Other complications due to heart valve prosthesis
99672	9	Other complications due to other cardiac device, implant, and graft
99673	9	Other complications due to renal dialysis device, implant, and graft
99674	9	Other complications due to other vascular device, implant, and graft
99675	9	Other complications due to nervous system device, implant, and graft
99676	9	Other complications due to genitourinary device, implant, and graft
99677	9	Other complications due to internal joint prosthesis
99678	9	Other complications due to other internal orthopedic device, implant, and graft
99679	9	Other complications due to other internal prosthetic device, implant, and graft
99680	9	Complications of transplanted organ, unspecified
99681	9	Complications of transplanted kidney
99682	9	Complications of transplanted liver
99683	9	Complications of transplanted heart
99684	9	Complications of transplanted lung
99685	9	Complications of transplanted bone marrow
99686	9	Complications of transplanted pancreas
99687	9	Complications of transplanted intestine
99688	9	Complications of transplanted organ, stem cell
99689	9	Complications of other specified transplanted organ
99691	9	Complications of reattached forearm
99693	9	Complications of reattached finger(s)
99700	9	Nervous system complication, unspecified
99701	9	Central nervous system complication
99702	9	Iatrogenic cerebrovascular infarction or hemorrhage
99709	9	Other nervous system complications
9971	9	Cardiac complications, not elsewhere classified
9972	9	Peripheral vascular complications, not elsewhere classified
99731	9	Ventilator associated pneumonia
99732	9	Postprocedural aspiration pneumonia
99739	9	Other respiratory complications
99741	9	Retained cholelithiasis following cholecystectomy
99749	9	Other digestive system complications
9975	9	Urinary complications, not elsewhere classified
99760	9	Unspecified complication of amputation stump
99761	9	Neuroma of amputation stump
99762	9	Infection (chronic) of amputation stump
99769	9	Other amputation stump complication
99771	9	Vascular complications of mesenteric artery
99772	9	Vascular complications of renal artery
99779	9	Vascular complications of other vessels
99791	9	Complications affecting other specified body systems, not elsewhere classified, hypertension
99799	9	Complications affecting other specified body systems, not elsewhere classified
99800	9	Postoperative shock, unspecified
99801	9	Postoperative shock, cardiogenic
99802	9	Postoperative shock, septic
99809	9	Postoperative shock, other
99811	9	Hemorrhage complicating a procedure
99812	9	Hematoma complicating a procedure
99813	9	Seroma complicating a procedure
9982	9	Accidental puncture or laceration during a procedure, not elsewhere classified
99830	9	Disruption of wound, unspecified
99831	9	Disruption of internal operation (surgical) wound
99832	9	Disruption of external operation (surgical) wound
99833	9	Disruption of traumatic injury wound repair
9984	9	Foreign body accidentally left during a procedure
99851	9	Infected postoperative seroma
99859	9	Other postoperative infection
9986	9	Persistent postoperative fistula
9987	9	Acute reaction to foreign substance accidentally left during a procedure
99881	9	Emphysema (subcutaneous) (surgical) resulting from procedure
99883	9	Non-healing surgical wound
99889	9	Other specified complications of procedures not elsewhere classified
9989	9	Unspecified complication of procedure, not elsewhere classified
9991	9	Air embolism as a complication of medical care, not elsewhere classified
9992	9	Other vascular complications of medical care, not elsewhere classified
99931	9	Other and unspecified infection due to central venous catheter
99932	9	Bloodstream infection due to central venous catheter
99933	9	Local infection due to central venous catheter
99934	9	Acute infection following transfusion, infusion, or injection of blood and blood products
99939	9	Infection following other infusion, injection, transfusion, or vaccination
99941	9	Anaphylactic reaction due to administration of blood and blood products
99949	9	Anaphylactic reaction due to other serum
99951	9	Other serum reaction due to administration of blood and blood products
99952	9	Other serum reaction due to vaccination
99959	9	Other serum reaction
99969	9	Other ABO incompatibility reaction
99971	9	Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed
99973	9	Rh incompatibility with delayed hemolytic transfusion reaction
99978	9	Non-ABO incompatibility with delayed hemolytic transfusion reaction
99981	9	Extravasation of vesicant chemotherapy
99982	9	Extravasation of other vesicant agent
99984	9	Acute hemolytic transfusion reaction, incompatibility unspecified
99985	9	Delayed hemolytic transfusion reaction, incompatibility unspecified
99988	9	Other infusion reaction
99989	9	Other transfusion reaction
9999	9	Other and unspecified complications of medical care, not elsewhere classified
E0000	9	Civilian activity done for income or pay
E0001	9	Military activity
E0002	9	Volunteer activity
E0008	9	Other external cause status
E0009	9	Unspecified external cause status
E0010	9	Activities involving walking, marching and hiking
E0011	9	Activities involving running
E0020	9	Activities involving swimming
E0026	9	Activities involving water skiing and wake boarding
E0027	9	Activities involving surfing, windsurfing and boogie boarding
E0029	9	Other activity involving water and watercraft
E0030	9	Activities involving ice skating
E0031	9	Activities involving ice hockey
E0032	9	Activities involving snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing
E0033	9	Activities involving cross country skiing
E0039	9	Other activity involving ice and snow
E0040	9	Activities involving mountain climbing, rock climbing and wall climbing
E0049	9	Other activity involving climbing, rappelling and jumping off
E0050	9	Activities involving dancing
E0051	9	Activities involving yoga
E0052	9	Activities involving gymnastics
E0053	9	Activities involving trampoline
E0059	9	Other activity involving dancing and other rhythmic movements
E0060	9	Activities involving roller skating (inline) and skateboarding
E0061	9	Activities involving horseback riding
E0062	9	Activities involving golf
E0063	9	Activities involving bowling
E0064	9	Activities involving bike riding
E0069	9	Other activity involving other sports and athletics played individually
E0070	9	Activities involving american tackle football
E0071	9	Activities involving american flag or touch football
E0072	9	Activities involving rugby
E0073	9	Activities involving baseball
E0074	9	Activities involving lacrosse and field hockey
E0075	9	Activities involving soccer
E0076	9	Activities involving basketball
E0077	9	Activities involving volleyball (beach) (court)
E0079	9	Other activity involving other sports and athletes played as a team or group
E0080	9	Activities involving boxing
E0081	9	Activities involving wrestling
E0082	9	Activities involving racquet and hand sports
E0084	9	Activities involving martial arts
E0089	9	Other specified sports and athletics activity
E0090	9	Activity involving exercise machines primarily for cardiorespiratory conditioning
E0091	9	Activity involving calisthenics
E0092	9	Activity involving aerobic and step exercise
E0099	9	Other activity involving cardiorespiratory exercise
E0100	9	Activity involving exercise machines primarily for muscle strengthening
E0101	9	Activity involving push-ups, pull-ups, sit-ups
E0102	9	Activity involving free weights
E0109	9	Other activity involving other muscle strengthening exercises
E0110	9	Activities involving computer keyboarding
E0130	9	Activities involving personal bathing and showering
E0131	9	Activities involving laundry
E0134	9	Activities involving floor mopping and cleaning
E0135	9	Activities involving residential relocation
E0138	9	Other personal hygiene activity
E0139	9	Other household maintenance
E0141	9	Caregiving involving lifting
E0149	9	Other activity involving person providing caregiving
E0150	9	Activities involving food preparation and clean up
E0152	9	Activities involving cooking and baking
E0159	9	Other activity involving cooking and grilling
E0160	9	Activities involving digging, shoveling and raking
E0161	9	Activities involving gardening and landscaping
E0162	9	Activities involving building and construction
E0169	9	Other activity involving property and land maintenance, building and construction
E0179	9	Other activity involving external motion
E0190	9	Activities involving walking an animal
E0291	9	Spectator at an event
E0292	9	Rough housing and horseplay
E0299	9	Other activity
E030	9	Unspecified activity
E8012	9	Railway accident involving collision with other object and injuring pedestrian
E8020	9	Railway accident involving derailment without antecedent collision injuring railway employee
E8029	9	Railway accident involving derailment without antecedent collision injuring unspecified person
E8041	9	Fall in, on, or from railway train injuring passenger on railway
E8052	9	Pedestrian hit by rolling stock
E8061	9	Other specified railway accident injuring passenger on railway
E8062	9	Other specified railway accident injuring pedestrian
E8100	9	Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle
E8110	9	Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle
E8120	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
E8121	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle
E8122	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
E8123	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle
E8126	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist
E8127	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian
E8128	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person
E8129	9	Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
E8130	9	Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
E8131	9	Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
E8132	9	Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
E8133	9	Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle
E8136	9	Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
E8137	9	Motor vehicle traffic accident involving collision with other vehicle injuring pedestrian
E8138	9	Motor vehicle traffic accident involving collision with other vehicle injuring other specified person
E8139	9	Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person
E8140	9	Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
E8141	9	Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
E8142	9	Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist
E8145	9	Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal; occupant of animal drawn vehicle
E8146	9	Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist
E8147	9	Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
E8148	9	Motor vehicle traffic accident involving collision with pedestrian injuring other specified person
E8150	9	Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
E8151	9	Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
E8152	9	Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
E8153	9	Other motor vehicle traffic accident involving collision on the highway injuring passenger on motorcycle
E8156	9	Other motor vehicle traffic accident involving collision on the highway injuring pedal cyclist
E8159	9	Other motor vehicle traffic accident involving collision on the highway injuring unspecified person
E8160	9	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle
E8218	9	Nontraffic accident involving other off-road motor vehicle injuring other specified person
E8161	9	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle
E8162	9	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist
E8163	9	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle
